satellite_id,hour,hours_since_upload,clock_error_ns,ephemeris_error_m
G02,83,1,2.3792,1.1426
G02,84,0,1.6399,0.3457
G02,85,1,1.5784,-0.9752
G02,86,0,0.5779,-2.1818
G02,87,1,2.1456,-3.0483
G02,88,0,0.167,-1.6509
G02,89,1,1.6704,-0.9219
G02,90,0,-0.006,0.9159
G02,91,1,3.1097,1.6402
G02,92,0,0.5894,3.3282
G02,93,1,1.8472,2.8136
G02,94,0,-0.0448,1.8082
G02,95,1,1.7957,0.6513
G02,96,0,1.3067,-0.2155
G02,97,1,2.2646,-2.225
G02,98,0,0.7282,-2.9181
G02,99,1,2.1336,-2.3475
G02,100,0,0.7253,-0.5168
G02,101,1,1.3455,0.9821
G02,102,0,1.4214,1.7837
G02,103,1,0.6942,2.4494
G02,104,0,1.4219,2.6566
G02,105,1,1.3748,1.6906
G02,106,0,1.1628,0.7079
G02,107,1,1.8399,-1.1577
G02,108,0,0.4418,-2.648
G02,109,1,2.956,-2.8535
G02,110,0,1.4119,-1.7798
G02,111,1,2.6013,-1.4779
G02,112,0,0.9403,0.1422
G02,113,1,1.4817,1.7904
G02,114,0,0.0108,3.0659
G02,115,1,1.7556,2.8672
G02,116,0,0.8936,1.9541
G02,117,1,2.3938,0.611
G02,118,0,1.2561,-1.3456
G02,119,1,2.1323,-1.1945
G02,120,0,0.1546,-3.0218
G02,121,1,2.3755,-2.4299
G02,122,0,0.9712,-1.3863
G02,123,1,2.4599,0.3795
G02,124,0,1.0189,1.2493
G02,125,1,2.4949,3.2917
G02,126,0,0.7086,2.3504
G02,127,1,2.766,2.2484
G02,128,0,-0.4931,1.4039
G02,129,1,1.801,-0.4727
G02,130,0,1.0101,-1.7813
G02,131,1,2.5544,-2.8044
G02,132,0,1.1304,-2.7663
G02,133,1,2.5843,-1.515
G02,134,0,0.2808,0.0252
G02,135,1,1.8381,1.4808
G02,136,0,1.0686,3.06
G02,137,1,2.0366,2.6693
G02,138,0,0.8509,2.2801
G02,139,1,2.6582,0.672
G02,140,0,0.2479,-0.6455
G02,141,1,2.7602,-0.8544
G02,142,0,0.8253,-2.6462
G02,143,1,2.2488,-2.1799
G02,144,0,0.3481,-1.9372
G02,145,1,2.8,-0.4631
G02,146,0,1.0253,1.2352
G02,147,1,0.6232,2.4345
G02,148,0,0.5357,1.9592
G02,149,1,2.5489,3.1766
G02,150,0,0.8557,1.9693
G02,151,1,3.2167,0.7153
G02,152,0,1.9261,-1.0691
G02,153,1,2.3145,-3.0828
G02,154,0,0.8161,-3.1222
G02,155,1,3.5742,-2.2521
G02,156,0,1.0483,-0.7725
G02,157,1,2.3206,1.2937
G02,158,0,0.6169,1.9734
G02,159,1,1.8652,2.1665
G02,160,0,0.6359,2.6288
G02,161,1,2.0641,1.5533
G02,162,0,0.1755,0.3643
G02,163,1,1.4365,-0.7478
G02,164,0,1.0741,-2.9194
G02,165,1,2.1606,-3.04
G02,166,0,1.2275,-1.8191
G02,167,1,1.2411,-1.1778
G02,168,0,0.9547,0.5146
G02,169,1,2.4965,1.3935
G02,170,0,0.8726,2.249
G02,171,1,3.0225,2.7768
G02,172,0,2.2065,1.9869
G02,173,1,1.973,0.0948
G02,174,0,0.0143,-1.52
G02,175,1,2.5661,-1.8537
G02,176,0,0.1589,-2.3633
G02,177,1,2.1321,-2.4134
G02,178,0,2.0721,-1.1496
G02,179,1,2.2723,-0.3967
G02,180,0,-0.1557,1.1118
G02,181,1,2.3189,2.0974
G02,182,0,1.0594,2.7926
G02,183,1,2.3233,1.9773
G02,184,0,1.2504,1.1601
G02,185,1,1.8206,0.092
G02,186,0,1.1038,-1.9102
G02,187,1,2.9036,-2.539
G02,188,0,1.7423,-2.5107
G02,189,1,2.1301,-1.5651
G02,190,0,0.5068,-0.3157
G02,191,1,2.4873,1.1177
G02,192,0,1.1235,1.5179
G02,193,1,2.193,2.86
G02,194,0,1.3076,1.9329
G02,195,1,3.2854,0.9239
G02,196,0,1.802,-0.0846
G02,197,1,2.16,-0.8879
G02,198,0,0.5271,-2.21
G02,199,1,3.1526,-2.9457
G02,200,0,2.0788,-2.0928
G02,201,1,2.7414,-0.4918
G02,202,0,1.1826,1.2268
G02,203,1,3.0544,1.4499
G02,204,0,2.0513,2.0414
G02,205,1,3.2092,3.04
G02,206,0,0.6382,1.3247
G02,207,1,1.949,-0.0126
G02,208,0,1.1167,-1.1187
G02,209,1,3.3995,-1.8404
G02,210,0,0.9779,-2.8453
G02,211,1,1.6302,-2.4742
G02,212,0,1.8993,-0.2478
G02,213,1,1.91,0.3939
G02,214,0,1.3218,2.0649
G02,215,1,2.1753,2.928
G02,216,0,1.068,2.6147
G02,217,1,2.9947,1.7923
G02,218,0,1.1028,0.2774
G02,219,1,2.6295,-1.2985
G02,220,0,1.221,-1.6592
G02,221,1,3.0285,-2.8468
G02,222,0,1.8023,-2.4929
G02,223,1,3.4053,-1.0012
G02,224,0,1.3361,0.4953
G02,225,1,1.7847,1.2942
G02,226,0,0.7019,2.6753
G02,227,1,3.7633,3.7024
G02,228,0,1.8048,2.1729
G02,229,1,1.6727,0.4344
G02,230,0,0.9686,-1.1819
G02,231,1,2.657,-2.3198
G02,232,0,0.272,-2.4354
G02,233,1,2.1311,-2.3417
G02,234,0,2.6969,-1.8592
G02,235,1,1.2761,-0.0626
G02,236,0,2.1303,2.3174
G02,237,1,2.0628,2.7633
G02,238,0,1.2106,2.7068
G02,239,1,4.3809,1.5669
G02,240,0,1.651,1.0993
G02,241,1,3.4658,-0.5418
G02,242,0,1.6958,-2.1394
G02,243,1,2.9923,-2.802
G02,244,0,1.8949,-2.7657
G02,245,1,3.069,-1.6722
G02,246,0,2.2077,-0.3081
G02,247,1,1.8018,1.8128
G02,248,0,1.0109,2.0819
G02,249,1,2.5151,3.4063
G02,250,0,0.2914,3.667
G02,251,1,3.5106,1.3193
G02,252,0,1.5423,-0.2208
G02,253,1,3.2048,-1.429
G02,254,0,1.9182,-2.5886
G02,255,1,2.7897,-2.7075
G02,256,0,1.484,-1.4494
G02,257,1,3.2729,-1.7809
G02,258,0,2.0029,1.0363
G02,259,1,2.921,2.0768
G02,260,0,2.294,3.1616
G02,261,1,2.4846,2.7002
G02,262,0,1.0592,0.8473
G02,263,1,2.5841,0.37
G02,264,0,2.2173,-1.2967
G02,265,1,3.4012,-2.2479
G02,266,0,1.2807,-2.5632
G02,267,1,3.4585,-1.7617
G02,268,0,2.3826,-0.5621
G02,269,1,3.2038,1.1765
G02,270,0,1.6717,1.6235
G02,271,1,2.9101,2.4465
G02,272,0,1.2982,2.5335
G02,273,1,2.548,1.5983
G02,274,0,0.5855,0.3391
G02,275,1,3.0328,-1.5574
G02,276,0,2.1174,-1.9807
G02,277,1,2.0878,-3.045
G02,278,0,1.2797,-2.7098
G02,279,1,3.5508,-1.1721
G02,280,0,1.5926,-0.4734
G02,281,1,3.4478,1.3053
G02,282,0,1.7982,2.7568
G02,283,1,3.8919,2.1763
G02,284,0,-0.0221,1.9832
G02,285,1,4.1662,1.1188
G02,286,0,1.9123,-1.1985
G02,287,1,3.5875,-2.5801
G02,288,0,2.0835,-2.5461
G02,289,1,3.7506,-1.2338
G02,290,0,2.0461,-1.6191
G02,291,1,3.1169,-0.6181
G02,292,0,1.4115,1.3727
G02,293,1,2.8327,2.6484
G02,294,0,1.348,3.2196
G02,295,1,3.1572,2.1545
G02,296,0,1.6548,0.8937
G02,297,1,3.6607,-1.027
G02,298,0,1.4708,-2.1548
G02,299,1,2.3811,-3.0203
G02,300,0,1.5916,-2.209
G02,301,1,3.3509,-1.5166
G02,302,0,2.3939,-0.2687
G02,303,1,3.4395,1.2992
G02,304,0,2.0579,2.1512
G02,305,1,1.7681,2.7617
G02,306,0,2.7593,2.6827
G02,307,1,3.8067,1.6813
G02,308,0,1.9778,-0.3339
G02,309,1,2.877,-1.8969
G02,310,0,2.304,-2.1372
G02,311,1,3.1741,-2.8159
G02,312,0,1.9503,-1.6209
G02,313,1,2.4103,-1.4317
G02,314,0,1.6348,0.5046
G02,315,1,2.9797,2.2251
G02,316,0,1.7052,3.3831
G02,317,1,3.4891,2.6197
G02,318,0,2.3578,0.8841
G02,319,1,3.9256,-0.1059
G02,320,0,2.3991,-2.0351
G02,321,1,2.3948,-2.1503
G02,322,0,2.2365,-3.1205
G02,323,1,2.8145,-1.5541
G02,324,0,1.3171,-0.0913
G02,325,1,2.8086,1.0663
G02,326,0,1.8419,2.3082
G02,327,1,3.0333,2.7088
G02,328,0,2.0744,2.1405
G02,329,1,3.8105,1.4496
G02,330,0,1.9264,-0.2515
G02,331,1,1.8571,-1.3582
G02,332,0,3.5109,-2.0841
G02,333,1,3.3831,-2.8292
G02,334,0,2.1009,-2.0333
G02,335,1,2.7043,-0.5449
G02,336,0,2.5258,0.7616
G02,337,1,3.6806,1.8993
G02,338,0,2.513,2.9131
G02,339,1,3.2214,2.4695
G02,340,0,2.1856,2.5087
G02,341,1,2.7071,-0.1092
G02,342,0,2.2356,-1.0383
G02,343,1,3.5603,-2.1064
G02,344,0,2.0172,-2.132
G02,345,1,2.5168,-2.7264
G02,346,0,2.101,-2.036
G02,347,1,3.3774,0.9195
G02,348,0,2.1874,1.708
G02,349,1,2.7446,2.3509
G02,350,0,1.9642,2.5946
G02,351,1,4.2699,2.3458
G02,352,0,1.5385,0.8594
G02,353,1,3.8161,-0.2453
G02,354,0,3.1532,-2.5091
G02,355,1,3.0495,-3.2203
G02,356,0,2.0857,-2.3541
G02,357,1,4.1322,-1.5695
G02,358,0,2.0471,-0.0694
G02,359,1,3.0601,2.3003
G02,360,0,1.2932,2.5154
G02,361,1,4.774,2.8179
G02,362,0,2.1494,2.092
G02,363,1,3.4747,1.6692
G02,364,0,0.9586,0.1601
G02,365,1,2.7471,-1.9329
G02,366,0,2.032,-2.4206
G02,367,1,2.6559,-2.4062
G02,368,0,3.5048,-2.4009
G02,369,1,3.7325,-0.6603
G02,370,0,2.566,1.1032
G02,371,1,3.2503,2.54
G02,372,0,3.3989,2.6872
G02,373,1,4.073,1.9037
G02,374,0,1.7683,1.5037
G02,375,1,4.5404,0.0017
G02,376,0,2.1637,-1.6409
G02,377,1,2.9254,-2.2701
G02,378,0,2.8876,-2.9158
G02,379,1,3.4023,-1.8692
G02,380,0,2.1151,-0.7458
G02,381,1,4.9443,0.7623
G02,382,0,2.1742,1.8258
G02,383,1,4.15,2.7133
G02,384,0,2.0135,3.1006
G02,385,1,4.5645,1.3499
G02,386,0,1.3016,0.5252
G02,387,1,3.3246,-1.0064
G02,388,0,1.2524,-2.0744
G02,389,1,3.0237,-2.4009
G02,390,0,2.446,-2.628
G02,391,1,3.5148,-0.6565
G02,392,0,2.513,0.7797
G02,393,1,4.9459,1.2809
G02,394,0,3.425,2.7257
G02,395,1,3.2472,2.1251
G02,396,0,2.3624,2.1839
G02,397,1,3.7187,1.0843
G02,398,0,1.6238,-1.1352
G02,399,1,3.0617,-2.0987
G02,400,0,3.0279,-2.9491
G02,401,1,2.2696,-2.2507
G02,402,0,2.7724,-1.0964
G02,403,1,4.5676,-0.1685
G02,404,0,2.9298,2.1792
G02,405,1,2.786,2.7776
G02,406,0,2.2374,2.6812
G02,407,1,4.064,1.8488
G02,408,0,2.1478,0.6953
G02,409,1,3.2225,-1.2665
G02,410,0,2.9668,-2.6158
G02,411,1,4.2787,-2.4988
G02,412,0,1.5478,-2.8108
G02,413,1,4.6053,-1.892
G02,414,0,2.3111,0.139
G02,415,1,4.3734,1.3689
G02,416,0,2.2444,3.078
G02,417,1,4.9546,3.226
G02,418,0,2.6633,1.8543
G02,419,1,3.4378,1.2358
G02,420,0,2.874,0.029
G02,421,1,4.3317,-2.5152
G02,422,0,3.2636,-3.1158
G02,423,1,3.7286,-2.4735
G02,424,0,3.8378,-0.4371
G02,425,1,4.3307,-0.3808
G02,426,0,2.9806,1.5429
G02,427,1,3.7913,3.1394
G02,428,0,2.8119,2.9827
G02,429,1,4.3909,2.5955
G02,430,0,3.1868,0.9717
G02,431,1,3.6748,-0.6944
G02,432,0,2.9616,-1.3696
G02,433,1,4.2921,-1.8413
G02,434,0,2.7092,-2.4232
G02,435,1,3.3824,-2.0948
G02,436,0,3.139,-0.282
G02,437,1,3.8696,0.9096
G02,438,0,1.8341,1.9985
G02,439,1,4.587,3.0458
G02,440,0,3.048,2.5273
G02,441,1,4.0738,1.2607
G02,442,0,3.1784,0.199
G02,443,1,4.3749,-1.6328
G02,444,0,1.4934,-2.0217
G02,445,1,3.8096,-3.0727
G02,446,0,3.2002,-2.3422
G02,447,1,4.738,-0.6145
G02,448,0,3.2068,0.0234
G02,449,1,4.8409,2.1134
G02,450,0,2.5927,2.7605
G02,451,1,3.0749,2.8419
G02,452,0,2.2123,1.1561
G02,453,1,3.2385,0.8389
G02,454,0,2.463,-0.5459
G02,455,1,3.8382,-3.0225
G02,456,0,2.1855,-2.2444
G02,457,1,4.0768,-2.5294
G02,458,0,2.9577,-0.9866
G02,459,1,4.8472,0.9808
G02,460,0,2.6609,1.1665
G02,461,1,3.9485,2.7783
G02,462,0,2.3139,2.292
G02,463,1,4.4117,1.9823
G02,464,0,2.9195,0.2834
G02,465,1,4.0825,-1.2699
G02,466,0,3.4423,-1.7334
G02,467,1,3.1333,-3.101
G02,468,0,2.0343,-2.7665
G02,469,1,4.1949,-2.0273
G02,470,0,2.3888,-0.4092
G02,471,1,4.3805,1.5705
G02,472,0,2.5204,2.5809
G02,473,1,3.9442,2.6851
G02,474,0,3.9585,2.7224
G02,475,1,3.5086,1.2948
G02,476,0,3.4579,-1.1317
G02,477,1,4.7819,-1.2738
G02,478,0,2.3194,-3.0987
G02,479,1,4.9128,-2.4394
G02,480,0,3.3282,-1.5573
G02,481,1,4.5521,-0.7921
G02,482,0,3.6358,1.7318
G02,483,1,4.1956,2.3967
G02,484,0,2.1137,2.9897
G02,485,1,4.6851,2.3488
G02,486,0,3.7067,1.0235
G02,487,1,4.6931,-0.7359
G02,488,0,3.036,-1.8353
G02,489,1,4.5037,-2.7371
G02,490,0,2.9843,-2.339
G02,491,1,4.1222,-2.5602
G02,492,0,4.1163,0.0192
G02,493,1,3.6255,1.3058
G02,494,0,2.7881,2.3101
G02,495,1,4.5822,2.709
G02,496,0,2.6335,2.1785
G02,497,1,3.8743,1.1228
G02,498,0,3.0725,-0.3615
G02,499,1,4.838,-0.8394
G02,500,0,2.7798,-2.4197
G02,501,1,4.742,-2.4949
G02,502,0,3.1827,-1.8108
G02,503,1,4.7441,-1.3323
G02,504,0,3.6673,1.0575
G02,505,1,4.0153,2.0717
G02,506,0,3.5692,2.6265
G02,507,1,5.1207,3.6489
G02,508,0,2.7072,1.0838
G02,509,1,4.6754,0.5964
G02,510,0,3.0501,-0.6484
G02,511,1,3.7104,-2.0397
G02,512,0,2.8394,-2.0374
G02,513,1,5.7055,-2.5809
G02,514,0,2.8854,-0.765
G02,515,1,4.3017,0.42
G02,516,0,3.2401,0.9725
G02,517,1,4.5364,2.3977
G02,518,0,2.944,3.2965
G02,519,1,3.8093,2.2946
G02,520,0,3.084,0.4127
G02,521,1,5.04,-0.8028
G02,522,0,3.6021,-1.8085
G02,523,1,4.3849,-2.973
G02,524,0,2.6291,-2.8068
G02,525,1,6.3498,-0.8141
G02,526,0,2.4834,-0.4687
G02,527,1,4.8939,1.8378
G02,528,0,3.6267,2.4286
G02,529,1,4.5449,2.9303
G02,530,0,3.3636,1.1571
G02,531,1,4.4953,0.506
G02,532,0,3.4293,0.5553
G02,533,1,4.8633,-2.1152
G02,534,0,3.8861,-2.5173
G02,535,1,4.9071,-2.2696
G02,536,0,4.574,-2.1234
G02,537,1,4.9515,-0.5456
G02,538,0,3.6931,0.91
G02,539,1,4.4337,2.3284
G02,540,0,3.9558,3.1598
G02,541,1,3.9532,2.3563
G02,542,0,2.9652,0.5601
G02,543,1,4.5779,-0.5085
G02,544,0,4.8443,-1.6348
G02,545,1,3.8997,-2.8434
G02,546,0,4.0204,-1.782
G02,547,1,3.7882,-2.6211
G02,548,0,4.5385,-0.3284
G02,549,1,4.2278,1.3109
G02,550,0,1.8688,2.2449
G02,551,1,4.9522,3.2087
G02,552,0,2.8466,2.4738
G02,553,1,4.2188,1.52
G02,554,0,2.9296,-0.3067
G02,555,1,4.1894,-1.2587
G02,556,0,3.9859,-2.6523
G02,557,1,4.8174,-3.3019
G02,558,0,3.3091,-2.0989
G02,559,1,6.3669,-1.2059
G02,560,0,4.3714,1.1779
G02,561,1,4.9866,2.8566
G02,562,0,3.734,2.8956
G02,563,1,4.8005,3.1352
G02,564,0,4.1776,1.3442
G02,565,1,4.0594,0.1265
G02,566,0,3.0613,-1.362
G02,567,1,5.5936,-2.5676
G02,568,0,3.5245,-2.742
G02,569,1,5.3746,-3.1683
G02,570,0,3.2014,-0.9711
G02,571,1,5.5964,0.3052
G02,572,0,2.4581,2.1118
G02,573,1,4.5165,2.2067
G02,574,0,3.2159,2.5827
G02,575,1,4.5472,0.9523
G02,576,0,4.1339,1.0
G02,577,1,5.3074,-1.5031
G02,578,0,3.4926,-2.2685
G02,579,1,5.2885,-2.4324
G02,580,0,3.188,-2.384
G02,581,1,5.2168,-0.6577
G02,582,0,4.0568,0.5071
G02,583,1,5.007,2.2681
G02,584,0,3.8939,2.2001
G02,585,1,5.8049,3.0757
G02,586,0,3.3988,1.8478
G02,587,1,5.1586,0.9929
G02,588,0,3.7924,-0.6573
G02,589,1,6.0064,-1.5763
G02,590,0,3.801,-2.3351
G02,591,1,4.3926,-2.3297
G02,592,0,4.7769,-1.6724
G02,593,1,4.5151,-0.3526
G02,594,0,3.064,1.0339
G02,595,1,4.8116,1.8923
G02,596,0,3.7343,3.1488
G02,597,1,4.5043,2.936
G02,598,0,4.0415,1.4648
G02,599,1,4.6656,-0.0882
G02,600,0,3.1001,-1.4968
G02,601,1,5.1719,-2.3881
G02,602,0,3.0628,-3.0317
G02,603,1,5.4376,-2.1672
G02,604,0,4.0507,-1.0016
G02,605,1,5.5994,0.6285
G02,606,0,4.1162,2.5539
G02,607,1,4.6924,3.0668
G02,608,0,3.955,2.1705
G02,609,1,4.5193,0.5082
G02,610,0,4.0206,-0.8756
G02,611,1,5.1889,-1.7103
G02,612,0,4.2292,-2.7097
G02,613,1,4.9485,-2.3597
G02,614,0,4.0369,-1.8915
G02,615,1,5.4364,-1.3129
G02,616,0,4.3004,1.0873
G02,617,1,4.5645,2.0537
G02,618,0,3.8391,2.6845
G02,619,1,5.3808,3.1938
G02,620,0,4.5188,0.989
G02,621,1,5.5648,0.7029
G02,622,0,4.1177,-0.9365
G02,623,1,6.4048,-1.9728
G02,624,0,4.0484,-2.3163
G02,625,1,5.3058,-2.1559
G02,626,0,3.7033,-0.3242
G02,627,1,4.745,1.2425
G02,628,0,4.2225,1.3079
G02,629,1,5.4634,1.8389
G02,630,0,4.3098,3.0162
G02,631,1,4.9046,1.8868
G02,632,0,5.1131,0.166
G02,633,1,4.6394,-0.4572
G02,634,0,5.1306,-2.3072
G02,635,1,5.8841,-2.1486
G02,636,0,3.5331,-2.5875
G02,637,1,6.0272,-0.4926
G02,638,0,4.3225,-0.1278
G02,639,1,6.4898,1.5023
G02,640,0,3.8005,2.7405
G02,641,1,6.2446,3.1278
G02,642,0,4.2594,2.1974
G02,643,1,5.358,0.9596
G02,644,0,2.5195,-0.989
G02,645,1,5.4882,-2.5726
G02,646,0,4.2674,-2.8342
G02,647,1,6.4019,-1.7982
G02,648,0,3.7728,-1.5805
G02,649,1,5.3256,-0.191
G02,650,0,4.1786,1.111
G02,651,1,4.7092,2.7915
G02,652,0,4.4497,2.4155
G02,653,1,5.9275,1.974
G02,654,0,4.2382,1.304
G02,655,1,5.3871,-0.3334
G02,656,0,3.7926,-2.0152
G02,657,1,5.2971,-2.9608
G02,658,0,4.0073,-3.2869
G02,659,1,5.1398,-1.8262
G02,660,0,3.9725,-0.4465
G02,661,1,5.4078,1.4274
G02,662,0,4.658,2.0528
G02,663,1,4.741,2.3768
G02,664,0,3.86,2.2111
G02,665,1,5.0113,0.7242
G02,666,0,3.891,-0.2077
G02,667,1,5.8363,-1.8962
G02,668,0,3.9292,-3.0026
G02,669,1,5.4759,-3.0175
G02,670,0,4.5286,-2.7342
G02,671,1,5.2931,-0.4565
G02,672,0,4.3094,2.0461
G02,673,1,5.7278,1.7787
G02,674,0,4.1557,1.9951
G02,675,1,5.4841,2.1973
G02,676,0,4.7698,1.2501
G02,677,1,5.4751,-0.2103
G02,678,0,5.2724,-1.6033
G02,679,1,6.6478,-2.0963
G02,680,0,4.5369,-2.5971
G02,681,1,5.804,-2.9407
G02,682,0,4.0965,-0.5586
G02,683,1,5.553,0.0657
G02,684,0,4.2438,2.6846
G02,685,1,6.3367,2.7251
G02,686,0,4.8538,2.4587
G02,687,1,4.593,1.3813
G02,688,0,5.2302,0.189
G02,689,1,5.4748,-1.2853
G02,690,0,5.4458,-1.6574
G02,691,1,6.9527,-2.7886
G02,692,0,4.5009,-2.987
G02,693,1,6.5236,-1.6395
G02,694,0,4.4665,-0.1446
G02,695,1,5.3066,1.4319
G02,696,0,3.9882,2.3908
G02,697,1,5.3433,3.1027
G02,698,0,3.7049,2.0404
G02,699,1,6.407,0.4289
G02,700,0,3.9477,-1.033
G02,701,1,6.3967,-2.0475
G02,702,0,4.0713,-2.5499
G02,703,1,5.0511,-2.1453
G02,704,0,4.6432,-1.583
G02,705,1,5.2205,-0.3001
G02,706,0,4.7308,2.0223
G02,707,1,5.3528,2.7548
G02,708,0,3.1829,2.5007
G02,709,1,5.7261,1.808
G02,710,0,3.8801,0.5981
G02,711,1,5.931,-0.6813
G02,712,0,3.1179,-2.8889
G02,713,1,5.4084,-2.4648
G02,714,0,2.8273,-2.8148
G02,715,1,5.4689,-1.0537
G02,716,0,4.2458,-0.1047
G02,717,1,5.8787,0.3841
G02,718,0,4.9447,2.4618
G02,719,1,6.1096,4.4931
G03,0,0,-0.4931,-0.1615
G03,1,1,0.6607,1.0377
G03,2,0,-0.2461,2.2308
G03,3,1,0.9818,2.6654
G03,4,0,0.4787,2.0971
G03,5,1,0.7098,1.1105
G03,6,0,0.2769,-0.7891
G03,7,1,0.8549,-1.5157
G03,8,0,-0.1532,-2.6984
G03,9,1,1.1185,-2.7399
G03,10,0,-0.1606,-2.9643
G03,11,1,0.8046,-0.9722
G03,12,0,0.2956,-0.4039
G03,13,1,0.2845,2.4443
G03,14,0,0.1927,2.9695
G03,15,1,0.3635,2.3632
G03,16,0,0.4147,2.7576
G03,17,1,0.3361,0.3144
G03,18,0,0.078,-0.9952
G03,19,1,0.4337,-2.5458
G03,20,0,-0.0237,-3.3651
G03,21,1,0.3589,-2.5914
G03,22,0,0.12,-1.8144
G03,23,1,0.1956,-0.7129
G03,24,0,0.8089,0.5527
G03,25,1,0.9934,2.5496
G03,26,0,0.4372,2.8866
G03,27,1,0.9238,3.176
G03,28,0,0.3767,1.3393
G03,29,1,0.2146,-0.1989
G03,30,0,0.1017,-0.6158
G03,31,1,0.4185,-1.6456
G03,32,0,0.0405,-3.0999
G03,33,1,0.5162,-3.6494
G03,34,0,0.2853,-0.8756
G03,35,1,0.7742,-1.3372
G03,36,0,0.4727,0.2414
G03,37,1,0.4228,2.2314
G03,38,0,0.2765,2.3217
G03,39,1,0.7311,3.0494
G03,40,0,0.5205,2.3108
G03,41,1,1.4378,0.6906
G03,42,0,0.1937,-0.8243
G03,43,1,0.9923,-2.0963
G03,44,0,0.3313,-3.3643
G03,45,1,0.5302,-2.5334
G03,46,0,0.3348,-1.8446
G03,47,1,1.0035,1.1479
G03,48,0,-0.2537,1.7638
G03,49,1,0.8607,2.8068
G03,50,0,0.1758,2.7986
G03,51,1,0.9352,2.3239
G03,52,0,-0.1577,1.1891
G03,53,1,0.457,0.2265
G03,54,0,-0.2547,-1.0619
G03,55,1,1.0555,-2.3201
G03,56,0,-0.3371,-3.0414
G03,57,1,1.2978,-2.5567
G03,58,0,0.0203,-1.4835
G03,59,1,0.9224,-0.0433
G03,60,0,0.7667,1.7322
G03,61,1,0.7802,2.0306
G03,62,0,0.5413,3.0887
G03,63,1,0.7176,1.0642
G03,64,0,0.5304,0.8654
G03,65,1,1.0883,0.5478
G03,66,0,0.404,-2.1882
G03,67,1,0.6299,-2.8589
G03,68,0,0.476,-2.7765
G03,69,1,1.5537,-1.7683
G03,70,0,0.3947,-1.1628
G03,71,1,1.1038,0.3001
G03,72,0,0.5071,2.3119
G03,73,1,0.9629,2.5057
G03,74,0,-0.2312,3.3691
G03,75,1,1.1721,2.2292
G03,76,0,-0.0207,1.3388
G03,77,1,0.9089,-1.0228
G03,78,0,0.148,-3.1369
G03,79,1,1.4365,-2.0938
G03,80,0,0.4475,-3.0596
G03,81,1,0.9619,-1.9434
G03,82,0,0.1316,-0.569
G03,83,1,1.1427,1.6917
G03,84,0,0.5295,1.4547
G03,85,1,1.2189,2.7732
G03,86,0,0.9725,3.389
G03,87,1,1.584,1.4033
G03,88,0,1.1817,0.4114
G03,89,1,1.6479,-1.4889
G03,90,0,0.4677,-2.2616
G03,91,1,1.1923,-2.1529
G03,92,0,0.5013,-1.9155
G03,93,1,1.3891,-1.5593
G03,94,0,0.7953,-0.2869
G03,95,1,1.9152,0.0603
G03,96,0,0.8136,1.562
G03,97,1,1.11,2.8814
G03,98,0,1.0911,2.0736
G03,99,1,1.6094,0.7478
G03,100,0,1.0525,-0.4108
G03,101,1,1.2299,-1.7292
G03,102,0,1.0446,-2.0124
G03,103,1,1.3599,-3.4339
G03,104,0,0.423,-2.8896
G03,105,1,0.5179,-0.4321
G03,106,0,0.5584,0.1649
G03,107,1,1.7191,1.5486
G03,108,0,0.4082,2.5512
G03,109,1,0.897,3.0785
G03,110,0,0.5689,1.951
G03,111,1,1.0806,0.9743
G03,112,0,0.7265,-0.8127
G03,113,1,1.1677,-1.8941
G03,114,0,0.6546,-2.7198
G03,115,1,1.0793,-2.2206
G03,116,0,0.7557,-2.367
G03,117,1,1.4159,-0.7902
G03,118,0,0.1871,0.9024
G03,119,1,0.9955,2.5896
G03,120,0,0.6733,3.2072
G03,121,1,1.1315,2.8486
G03,122,0,1.1467,1.8183
G03,123,1,1.1566,1.0169
G03,124,0,0.9768,-1.1962
G03,125,1,0.7263,-2.4455
G03,126,0,1.0025,-3.2452
G03,127,1,1.3656,-3.0037
G03,128,0,0.1866,-2.1809
G03,129,1,1.5953,-1.6487
G03,130,0,0.8926,0.4455
G03,131,1,1.5873,2.7216
G03,132,0,0.7704,2.7675
G03,133,1,1.1506,1.9593
G03,134,0,1.3766,1.2044
G03,135,1,1.9168,-0.1703
G03,136,0,1.0167,-1.8641
G03,137,1,1.5978,-2.5236
G03,138,0,0.7633,-2.5475
G03,139,1,1.2952,-3.2622
G03,140,0,1.1167,-2.123
G03,141,1,1.6206,0.5211
G03,142,0,0.7683,2.0563
G03,143,1,1.6221,2.1762
G03,144,0,1.3449,2.266
G03,145,1,1.362,2.3926
G03,146,0,1.1046,1.9416
G03,147,1,1.8283,0.0298
G03,148,0,0.836,-2.5632
G03,149,1,1.0894,-1.5914
G03,150,0,0.3546,-3.2885
G03,151,1,1.8825,-2.186
G03,152,0,1.2446,-0.8823
G03,153,1,1.9981,0.5379
G03,154,0,1.1731,1.3523
G03,155,1,1.7302,2.5031
G03,156,0,0.8312,3.3258
G03,157,1,1.8428,3.1878
G03,158,0,1.5028,1.4883
G03,159,1,1.0229,0.5113
G03,160,0,1.2914,-2.2981
G03,161,1,1.813,-3.2368
G03,162,0,1.2089,-3.5174
G03,163,1,1.3375,-1.6783
G03,164,0,1.3656,-0.6421
G03,165,1,1.5158,-0.3793
G03,166,0,0.9711,2.313
G03,167,1,1.5186,2.8231
